,text,hour,day,month,dayofweek,hashtags,hashtag_counts,user_counts,url_counts
1723,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1724,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1725,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1726,"@185Alamin _ Lebron 2014, Against Raptors 2016",22,15,9,1,[],0,2,0
1727,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1728,__ _Jay1795   They use Norm in 2016,22,15,9,1,[],0,4,0
1729,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",22,15,9,1,[],0,1,0
1730,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1731,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1732,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1733,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1734,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1735,Congratulations 🙌🏼🙌🏼🙌🏼👏🏼👏🏼👏🏼 ,22,15,9,1,[],0,0,1
1736,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1737,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1738,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1739,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1740,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1741,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1742,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1743,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1744,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1745,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1746,"As a Raptors fan I feel for the whistle the Nuggets will get tonight. ESPN, TNT and the NBA execs are soooooo despe… ",22,15,9,1,[],0,0,1
1747,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1748,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1749,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1750,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1751,defense and consistency need to be better this offseason but td is a stud ,22,15,9,1,[],0,0,1
1752,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1753,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1754,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1755,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1756,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1757,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1758,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1759,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1760,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1761,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1762,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1763,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1764,"What a find Davis has turned out to be. Undrafted, went on to play in every regular season game for the Raptors as… ",22,15,9,1,[],0,0,1
1765,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1766,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1767,"24: Head coach Nick Nurse signs multi-year extension with Toronto Raptors 
 ",22,15,9,1,[],0,1,2
1768,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1769,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",22,15,9,1,[],0,1,0
1770,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1771,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1772,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1773,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1774,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1775,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1776,: We felt the love. WeTheNorth ,22,15,9,1,['#WeTheNorth'],1,1,1
1777,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1778,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1779,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1780,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1781,Nick Nurse extension the first step in an important off-season for Toronto Raptors - TSN has been published on Cana… ,22,15,9,1,[],0,0,1
1782,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1783,: Don't tell me the Toronto Raptors need draft picks when undrafted Fred VanVleet is about to get some major money this sum…,22,15,9,1,[],0,1,0
1784,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1785,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1786,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1787,So they ain’t gone put a picture of “Terence Davis “I swear the league has some type of hatred toward the Toronto R… ,22,15,9,1,[],0,0,1
1788,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1789,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1790,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1791,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1792,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1793,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1794,"  On a team that finished 2nd seed, watch basketball u bum if u watched the raptors h… ",22,15,9,1,[],0,2,1
1795,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1796,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1797,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1798,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1799,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1800,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1801,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1802,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1803,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1804,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1805,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1806,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1807,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1808,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",22,15,9,1,[],0,1,0
1809,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1810,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1811,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1812,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1813,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1814,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1815,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1816,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1817,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1818,_Jay1795   We can't use rooks in the playoffs. It's a lot of risk in that,22,15,9,1,[],0,3,0
1819,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1820,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1821,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1822,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1823,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1824,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1825,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1826,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1827,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1828,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1829,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1830,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1831,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1832,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1833,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1834,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1835,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1836,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1837," 1 Raptors ChampionshipRing in the bag, more to come...",22,15,9,1,"['#Raptors', '#ChampionshipRing']",2,1,0
1838,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1839,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1840,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1841,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1842,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1843,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1844,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1845,"Rooted for the  in round 1. Celtics won.
Rooted for the  in round 2. Celtics won. 

Rooting for the… ",22,15,9,1,[],0,2,1
1846,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1847,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1848,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1849,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1850,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1851,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1852,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",22,15,9,1,[],0,1,0
1853,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1854,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1855,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1856,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1857,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1858,  LETS GOOOOO,22,15,9,1,[],0,2,0
1859,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1860,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1861,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1862,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1863,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1864,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1865,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1866,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1867,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1868,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1869,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1870,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1871,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1872,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1873,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1874,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1875,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1876,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1877,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1878,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1879,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1880,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1881,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1882,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1883,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1884,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1885,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1886,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1887,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1888,": From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,2,2
1889,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1890,"From undrafted to the All-NBA Rookie Team. 

Congrats, . 

Details » ",22,15,9,1,[],0,1,2
1891,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1892,: Don't tell me the Toronto Raptors need draft picks when undrafted Fred VanVleet is about to get some major money this sum…,22,15,9,1,[],0,1,0
1893,Don't tell me the Toronto Raptors need draft picks when undrafted Fred VanVleet is about to get some major money th… ,22,15,9,1,[],0,0,1
1894, RaptorsForever and always!,22,15,9,1,['#RaptorsForever'],1,1,0
1895,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1896,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1897,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1898,"_s: Raptors rookie Terence Davis II was named to the All-Rookie Second team.

Canadian Brandon Clarke was named to the First team…",22,15,9,1,[],0,1,0
1899,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1900,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1901,": Another undrafted gem for the Toronto Raptors whose instantly exceeded expectations. 

The future is bright. ",22,15,9,1,[],0,1,0
1902,"Raptors rookie Terence Davis II was named to the All-Rookie Second team.

Canadian Brandon Clarke was named to the… ",22,15,9,1,[],0,0,1
1903,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1904,: So you're telling me I'M wrong for cheering for this man (and the homie Edrice) to avenge the Raptors? LOL,22,15,9,1,[],0,1,0
1905,Add Davis to this list of Raptors All-Rookie selections. ,22,15,9,1,[],0,0,1
1906,: We felt the love. WeTheNorth ,22,15,9,1,['#WeTheNorth'],1,1,1
1907,"Another undrafted gem for the Toronto Raptors whose instantly exceeded expectations. 

The future is bright. ",22,15,9,1,[],0,0,1
1908,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1909,_Grey: The Toronto Raptors announce that they have signed head coach Nick Nurse to a contract extension,22,15,9,1,[],0,1,0
1910,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1911,"24: Head coach Nick Nurse signs multi-year extension with Toronto Raptors 
 ",22,15,9,1,[],0,1,2
1912,"Davis becomes the first Raptor to make an All-Rookie team since Jonas Valanciunas (2nd team, 2013), and first Rapto… ",22,15,9,1,[],0,0,1
1913,The Raptors Terence Davis made the 2nd Team NBA All Rookie Team. Congrats   Raptors RTZ WeTheNorth,22,15,9,1,"['#Raptors', '#RTZ', '#WeTheNorth']",3,2,0
1914,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1915,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1916,"1050: The Raptors have signed Nick Nurse to a multi-year contract extension, team announces.",22,15,9,1,[],0,1,0
1917,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1918,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",22,15,9,1,[],0,1,0
1919,"BREAKING: Raptors rookie Terrence Davis II, has been selected to the 2019-2020 NBA All-Roomie Second Team!… ",22,15,9,1,['#BREAKING:'],1,0,1
1920,Raptors' Terence Davis has been named to the All Rookie Second Team.,22,15,9,1,[],0,0,0
1921,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1922,The Toronto Raptors’ Terence Davis made All-Rookie 2nd Team!,22,15,9,1,[],0,0,0
1923,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1924,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1925,__Devlin: Well deserved! One of the best coaches in the game. WeTheNorth,22,15,9,1,['#WeTheNorth'],1,1,0
1926,Woo HOO! ,22,15,9,1,[],0,0,1
1927,Remember when the Raptors won the Larry OB and got drunk for a week.  And they had a parade with a few hundred thou… ,22,15,9,1,[],0,0,1
1928,Raptors in 5 ,22,15,9,1,[],0,0,1
1929,": The Coach of the Year is staying North of the border.

Details » ",22,15,9,1,[],0,1,2
1930,": Contract extension for Nick Nurse, Raptors just announce",22,15,9,1,[],0,1,0
1931,"24: Head coach Nick Nurse signs multi-year extension with Toronto Raptors 
 ",21,15,9,1,[],0,1,2
1932,"On the latest:
 &amp; 56 discuss kids going back to school, what’s next for the Raptors &amp; they gorg… ",21,15,9,1,['#Raptors'],1,2,1
1933,": If the Heat did the same thing with pascal as with Giannis, they’re going to get punished by raps other 4 scoring options.…",21,15,9,1,[],0,1,0
1934,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",21,15,9,1,[],0,1,0
1935, and raptors fans,21,15,9,1,[],0,1,0
1936,"1050: The Raptors have signed Nick Nurse to a multi-year contract extension, team announces.",21,15,9,1,[],0,1,0
1937,If you're an NBA player would you rather take 17 mill to play on the Raptors or 25 mill to play on the Knicks,21,15,9,1,[],0,0,0
1938,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1939,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1940,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1941,: Hello! I'm writing an article for  on the racist petitions against Toronto Raptors forward Pascal Siakam.…,21,15,9,1,[],0,2,0
1942,imagine getting mad at this raptors team when we had to watch the wizards sweep us in the first round five years ago,21,15,9,1,[],0,0,0
1943,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1944,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1945,: We felt the love. WeTheNorth ,21,15,9,1,['#WeTheNorth'],1,1,1
1946,": ""Our confidence in Nick just continues to grow, and part of that comes from what we've experienced together,"" Raptors presi…",21,15,9,1,[],0,1,0
1947,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",21,15,9,1,[],0,1,0
1948,": ""Our confidence in Nick just continues to grow, and part of that comes from what we've experienced together,"" Raptors presi…",21,15,9,1,[],0,1,0
1949,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",21,15,9,1,[],0,1,0
1950,"24: Head coach Nick Nurse signs multi-year extension with Toronto Raptors 
 ",21,15,9,1,[],0,1,2
1951,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1952,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1953,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",21,15,9,1,[],0,1,0
1954,": ""Our confidence in Nick just continues to grow, and part of that comes from what we've experienced together,"" Raptors presi…",21,15,9,1,[],0,1,0
1955,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1956,": I love NBA history but this is such a weird way to frame it. People said all the same ""curse"" nonsense about the Raptors unt…",21,15,9,1,[],0,1,0
1957,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1958,"I am amazed how quickly  dropped off my radar once  started!  I haven’t  watched a game in a week, don’t ca… ",21,15,9,1,[],0,2,1
1959,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1960,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1961,__Devlin: Well deserved! One of the best coaches in the game. WeTheNorth,21,15,9,1,['#WeTheNorth'],1,1,0
1962,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1963,": Glad you're staying Nick!! 👍🏼💜🏀

The  have signed Coach of the Year, Nick Nurse, to a Contract Extension beyond the 20…",21,15,9,1,[],0,2,0
1964,: Great news for the Raptors. Nick Nurse just signed a contract extension,21,15,9,1,[],0,1,0
1965,__Devlin: Well deserved! One of the best coaches in the game. WeTheNorth,21,15,9,1,['#WeTheNorth'],1,1,0
1966,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",21,15,9,1,[],0,1,0
1967,"1050: The Raptors have signed Nick Nurse to a multi-year contract extension, team announces.",21,15,9,1,[],0,1,0
1968,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",21,15,9,1,[],0,1,0
1969,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1970,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1971,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1972,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1973,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1974,": I love NBA history but this is such a weird way to frame it. People said all the same ""curse"" nonsense about the Raptors unt…",21,15,9,1,[],0,1,0
1975,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1976,": MakeHistoryWithAVote Let’s support our young athletes &amp; coaches by giving them the time to get their votes in too.

",21,15,9,1,['#MakeHistoryWithAVote'],1,1,0
1977,": ""Our confidence in Nick just continues to grow, and part of that comes from what we've experienced together,"" Raptors presi…",21,15,9,1,[],0,1,0
1978,: The Raptors announce that they have signed Nick Nurse to a multi-year extension.,21,15,9,1,[],0,1,0
1979,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1980,: So you're telling me I'M wrong for cheering for this man (and the homie Edrice) to avenge the Raptors? LOL,21,15,9,1,[],0,1,0
1981,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1982,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
1983,"1050: The Raptors have signed Nick Nurse to a multi-year contract extension, team announces.",21,15,9,1,[],0,1,0
1984,"_Richards: Pascal gon be aiite, Raptors gon be aiite, Toronto always gon be straight.",21,15,9,1,[],0,1,0
1985,: So you're telling me I'M wrong for cheering for this man (and the homie Edrice) to avenge the Raptors? LOL,21,15,9,1,[],0,1,0
1986,": The Coach of the Year is staying North of the border.

Details » ",21,15,9,1,[],0,1,2
